"Step","shared_encoder_v2 - generated B distribution"
"52","{""values"":[156,270,775,2206,5893,15756,38379,79286,130446,158715,153838,129922,95667,63796,42594,30313,23683,18859,15263,11866,9245,6719,4676,3155,2156,1393,965,654,500,372,211,187,142,117,79,79,52,48,36,24,15,13,10,9,7,6,3,5,2,3,3,2,1,1,0,1,0,0,0,0,0,0,0,2],""_type"":""histogram"",""bins"":[0,3.7788684368133545,7.557736873626709,11.336605310440063,15.115473747253418,18.894342184066772,22.673210620880127,26.45207905769348,30.230947494506836,34.00981593132019,37.788684368133545,41.5675528049469,45.346421241760254,49.12528967857361,52.90415811538696,56.68302655220032,60.46189498901367,64.24076342582703,68.01963186264038,71.79850029945374,75.57736873626709,79.35623717308044,83.1351056098938,86.91397404670715,90.69284248352051,94.47171092033386,98.25057935714722,102.02944779396057,105.80831623077393,109.58718466758728,113.36605310440063,117.14492154121399,120.92378997802734,124.7026584148407,128.48152685165405,132.2603952884674,136.03926372528076,139.81813216209412,143.59700059890747,147.37586903572083,151.15473747253418,154.93360590934753,158.7124743461609,162.49134278297424,166.2702112197876,170.04907965660095,173.8279480934143,177.60681653022766,181.38568496704102,185.16455340385437,188.94342184066772,192.72229027748108,196.50115871429443,200.2800271511078,204.05889558792114,207.8377640247345,211.61663246154785,215.3955008983612,219.17436933517456,222.95323777198792,226.73210620880127,230.51097464561462,234.28984308242798,238.06871151924133,241.8475799560547]}"
"57","{""values"":[3,35,231,1573,7451,19682,32430,45549,59489,70768,76447,79366,77614,75984,72861,62363,51191,41904,34880,29488,24098,21012,20162,20405,19822,18130,15150,12305,10529,9076,7972,7165,6051,4785,3602,2561,1732,1211,833,576,429,365,276,198,179,141,108,87,57,61,56,35,24,15,20,14,6,6,6,4,2,0,0,1],""_type"":""histogram"",""bins"":[2.405320167541504,6.352112039923668,10.298903912305832,14.245695784687996,18.19248765707016,22.139279529452324,26.086071401834488,30.032863274216652,33.979655146598816,37.92644701898098,41.873238891363144,45.82003076374531,49.76682263612747,53.713614508509636,57.6604063808918,61.607198253273964,65.55399012565613,69.50078199803829,73.44757387042046,77.39436574280262,81.34115761518478,85.28794948756695,89.23474135994911,93.18153323233128,97.12832510471344,101.0751169770956,105.02190884947777,108.96870072185993,112.9154925942421,116.86228446662426,120.80907633900642,124.75586821138859,128.70266008377075,132.64945195615292,136.59624382853508,140.54303570091724,144.4898275732994,148.43661944568157,152.38341131806374,156.3302031904459,160.27699506282806,164.22378693521023,168.1705788075924,172.11737067997456,176.06416255235672,180.01095442473888,183.95774629712105,187.9045381695032,191.85133004188538,195.79812191426754,199.7449137866497,203.69170565903187,207.63849753141403,211.5852894037962,215.53208127617836,219.47887314856052,223.4256650209427,227.37245689332485,231.31924876570702,235.26604063808918,239.21283251047134,243.1596243828535,247.10641625523567,251.05320812761784,255]}"
"62","{""values"":[116,1112,6507,17709,34248,60132,78711,93473,104324,103000,81956,60254,49033,44402,37654,31421,26127,21183,17537,15061,13361,12084,11234,10518,9866,9393,8548,8228,7493,7115,6570,6259,5731,5217,4861,4462,4090,3699,3317,3010,2661,2396,2089,1907,1697,1475,1283,1095,982,786,695,600,469,415,288,232,167,129,68,44,33,23,15,11],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"67","{""_type"":""histogram"",""values"":[6,8,19,42,78,136,232,325,494,721,1036,1328,1727,2171,2544,3085,3738,4424,5216,5920,6771,7636,8662,9529,10716,11929,13201,14286,15607,17090,18706,20415,22403,24248,26076,28614,31016,33644,35936,38866,41199,43726,45954,47962,49518,50136,49384,47447,45083,41023,36163,31302,25500,20192,15337,11020,7622,4820,3023,1742,966,469,245,142],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"72","{""_type"":""histogram"",""values"":[17,24,90,273,679,1448,2674,4414,6818,9121,11421,13851,16141,18102,20454,22815,24563,26663,28698,30081,31343,32526,33716,33968,34675,35276,35392,35302,35355,34872,34662,33746,32828,31825,30917,30102,28645,27139,25639,23961,22338,20751,19011,17298,15325,13459,11647,9989,8443,7025,5763,4566,3392,2758,2039,1446,1011,783,501,319,218,123,70,65],""bins"":[9.102725982666016,12.944871127605438,16.78701627254486,20.629161417484283,24.471306562423706,28.31345170736313,32.15559685230255,35.997741997241974,39.8398871421814,43.68203228712082,47.52417743206024,51.366322576999664,55.20846772193909,59.05061286687851,62.89275801181793,66.73490315675735,70.57704830169678,74.4191934466362,78.26133859157562,82.10348373651505,85.94562888145447,89.78777402639389,93.62991917133331,97.47206431627274,101.31420946121216,105.15635460615158,108.998499751091,112.84064489603043,116.68279004096985,120.52493518590927,124.3670803308487,128.20922547578812,132.05137062072754,135.89351576566696,139.73566091060638,143.5778060555458,147.41995120048523,151.26209634542465,155.10424149036407,158.9463866353035,162.78853178024292,166.63067692518234,170.47282207012177,174.3149672150612,178.1571123600006,181.99925750494003,185.84140264987946,189.68354779481888,193.5256929397583,197.36783808469772,201.20998322963715,205.05212837457657,208.894273519516,212.7364186644554,216.57856380939484,220.42070895433426,224.26285409927368,228.1049992442131,231.94714438915253,235.78928953409195,239.63143467903137,243.4735798239708,247.31572496891022,251.15787011384964,255.00001525878906]}"
"77","{""_type"":""histogram"",""values"":[49,185,952,2978,6835,11203,14420,17088,19054,20982,22545,23688,24045,24415,24379,24281,24141,24143,24122,24178,24230,24444,24470,24828,24949,25204,25413,25605,26161,26025,25963,26165,26280,25636,25696,25352,24983,23886,23455,22868,22318,21541,20207,19137,18016,16945,15393,14221,12704,11028,9440,7972,6383,5177,3960,2897,2075,1428,990,635,345,232,115,121],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"82","{""values"":[17,72,267,933,2235,4314,7827,12431,18372,24259,30218,35350,40414,44509,47605,50062,51582,51228,50194,48878,45861,42812,40062,36586,33290,30047,27408,24504,22355,20211,18574,17125,15940,14426,13518,12614,11681,11027,10096,9287,8752,7948,7353,6637,6107,5539,4878,4174,3619,3045,2527,2250,1752,1465,1168,907,688,501,369,271,170,121,71,73],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"87","{""values"":[47,206,1004,3413,7194,10803,11574,12972,14922,17679,20712,23102,24261,24322,24102,23623,23204,23065,22900,22947,23277,23499,23679,24099,24189,24768,24977,25169,25233,25482,25820,25779,25592,25523,25406,25315,24951,24719,24089,23596,23094,22505,21605,21096,20032,18697,17498,16197,14563,13106,11493,9851,7870,6523,5069,3817,2915,2060,1337,854,525,330,185,140],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"92","{""_type"":""histogram"",""values"":[165,1129,6095,25114,52393,63946,63325,58052,50996,44881,41690,38937,36249,33818,31122,29061,26924,25298,23694,22528,21470,20616,19794,19189,18695,17977,17467,16976,16768,15968,15344,14935,13928,13477,12794,11908,11255,10313,9601,8863,8095,7536,6811,6159,5587,5057,4425,3950,3550,2884,2562,2183,1802,1475,1099,769,642,454,287,184,154,67,47,42],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"97","{""values"":[257,1004,3750,10717,22038,34554,43522,48991,51797,52058,49546,46362,42491,39006,36521,34154,32168,30369,29116,28093,27331,26530,25400,24806,24115,22983,22242,21172,20181,19277,17587,16779,15615,14393,12982,11919,10893,9704,8829,7868,7120,6226,5624,4886,4311,3871,3473,3020,2581,2217,1846,1542,1252,977,779,568,377,293,218,112,67,54,18,24],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"102","{""values"":[1,7,20,97,303,1002,2492,4756,7569,10967,14290,17241,18824,19097,19225,19138,19436,20017,20678,21148,21954,22698,23207,24405,25005,25768,26566,27196,28013,28720,28956,29730,30341,30243,30687,30636,30153,30505,29853,29377,28544,28040,26645,25462,23946,22250,20589,18772,16581,14478,12094,10182,8082,6569,4946,3644,2682,1834,1184,774,424,240,154,139],""_type"":""histogram"",""bins"":[0.9795913696289062,4.948660731315613,8.91773009300232,12.886799454689026,16.855868816375732,20.82493817806244,24.794007539749146,28.763076901435852,32.73214626312256,36.701215624809265,40.67028498649597,44.63935434818268,48.608423709869385,52.57749307155609,56.5465624332428,60.515631794929504,64.48470115661621,68.45377051830292,72.42283987998962,76.39190924167633,80.36097860336304,84.33004796504974,88.29911732673645,92.26818668842316,96.23725605010986,100.20632541179657,104.17539477348328,108.14446413516998,112.11353349685669,116.0826028585434,120.0516722202301,124.02074158191681,127.98981094360352,131.95888030529022,135.92794966697693,139.89701902866364,143.86608839035034,147.83515775203705,151.80422711372375,155.77329647541046,159.74236583709717,163.71143519878387,167.68050456047058,171.6495739221573,175.618643283844,179.5877126455307,183.5567820072174,187.5258513689041,191.49492073059082,195.46399009227753,199.43305945396423,203.40212881565094,207.37119817733765,211.34026753902435,215.30933690071106,219.27840626239777,223.24747562408447,227.21654498577118,231.18561434745789,235.1546837091446,239.1237530708313,243.092822432518,247.0618917942047,251.03096115589142,255.00003051757812]}"
"107","{""values"":[359,4040,31726,107565,154466,122421,91714,69778,50501,41861,38901,33473,29967,27607,23759,20849,18012,16134,14399,13216,11915,10942,10026,9369,8648,8041,7454,6726,6236,5710,5230,4791,4451,4039,3625,3451,3115,2905,2544,2461,2232,1961,1676,1590,1411,1228,1105,1002,825,714,571,452,359,271,217,175,120,76,50,47,25,18,9,15],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"112","{""_type"":""histogram"",""values"":[21,26,39,46,109,140,232,307,470,634,851,1035,1342,1640,2042,2455,3041,3612,4174,5005,5783,6891,7884,9171,10416,12218,13840,15837,17988,20441,22550,25572,28317,31744,34512,38241,41447,44662,46842,49117,50993,52041,52178,51163,49379,46415,42510,38492,33539,28293,23669,19065,14797,11174,8227,5745,3834,2589,1607,1009,532,299,185,147],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"117","{""values"":[14,43,160,456,1148,2411,4298,6517,9950,13705,17853,21642,24426,26805,27655,28328,28601,29317,29326,29315,29588,29435,29238,29234,29416,29044,28957,28650,28630,28093,27973,28023,27261,26765,26190,25796,24956,24011,23096,22153,21247,20186,18995,17884,16814,15613,14384,12809,11667,10185,8845,7512,6085,4991,3877,2861,2113,1432,1050,654,396,255,124,118],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"122","{""values"":[3,8,38,164,517,1372,3091,6010,9648,13257,16734,18743,20216,21000,21308,22044,22367,23379,23926,24645,25131,26285,26769,27378,27730,28812,29433,29871,30534,30947,30899,30915,30786,30860,30205,29532,28940,28468,27407,26490,25053,23564,22399,20914,19102,17542,15949,14122,12324,10888,9184,7400,6133,4990,3804,2957,2055,1526,1079,721,419,284,157,148],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"127","{""_type"":""histogram"",""values"":[10,76,465,3225,14946,35399,42337,40189,35704,34651,36230,38302,38260,36600,34418,31483,29332,28071,26558,25643,25066,24634,24197,23603,23338,23093,22361,22288,21597,21175,20707,20185,19424,18796,17889,17019,16361,15584,14672,13784,13109,12134,11294,10590,9508,8839,7911,6912,6025,5299,4510,3649,2938,2310,1742,1343,931,681,470,279,193,113,59,65],""bins"":[0.9307345747947693,4.90056708548218,8.870399596169591,12.840232106857002,16.810064617544413,20.779897128231823,24.749729638919234,28.719562149606645,32.689394660294056,36.65922717098147,40.62905968166888,44.59889219235629,48.5687247030437,52.53855721373111,56.50838972441852,60.47822223510593,64.44805474579334,68.41788725648075,72.38771976716816,76.35755227785558,80.32738478854299,84.2972172992304,88.26704980991781,92.23688232060522,96.20671483129263,100.17654734198004,104.14637985266745,108.11621236335486,112.08604487404227,116.05587738472968,120.0257098954171,123.9955424061045,127.96537491679192,131.93520742747933,135.90503993816674,139.87487244885415,143.84470495954156,147.81453747022897,151.78436998091638,155.7542024916038,159.7240350022912,163.6938675129786,167.66370002366602,171.63353253435344,175.60336504504085,179.57319755572826,183.54303006641567,187.51286257710308,191.4826950877905,195.4525275984779,199.4223601091653,203.39219261985272,207.36202513054013,211.33185764122754,215.30169015191495,219.27152266260237,223.24135517328978,227.2111876839772,231.1810201946646,235.150852705352,239.12068521603942,243.09051772672683,247.06035023741424,251.03018274810165,255.00001525878906]}"
"132","{""values"":[38,262,1928,10378,38969,86456,121966,134177,120088,93559,67769,52328,42187,33965,27817,23089,19486,16437,14067,12282,11186,9796,8958,8351,7739,7121,6805,6362,6053,5770,5576,5119,4822,4608,4198,3765,3577,3228,2730,2419,2211,1874,1684,1438,1172,1025,826,671,528,439,334,238,210,146,98,75,62,43,25,20,8,10,5,3],""_type"":""histogram"",""bins"":[0,3.7232816219329834,7.446563243865967,11.16984486579895,14.893126487731934,18.616408109664917,22.3396897315979,26.062971353530884,29.786252975463867,33.50953459739685,37.232816219329834,40.95609784126282,44.6793794631958,48.402661085128784,52.12594270706177,55.84922432899475,59.572505950927734,63.29578757286072,67.0190691947937,70.74235081672668,74.46563243865967,78.18891406059265,81.91219568252563,85.63547730445862,89.3587589263916,93.08204054832458,96.80532217025757,100.52860379219055,104.25188541412354,107.97516703605652,111.6984486579895,115.42173027992249,119.14501190185547,122.86829352378845,126.59157514572144,130.31485676765442,134.0381383895874,137.76142001152039,141.48470163345337,145.20798325538635,148.93126487731934,152.65454649925232,156.3778281211853,160.1011097431183,163.82439136505127,167.54767298698425,171.27095460891724,174.99423623085022,178.7175178527832,182.4407994747162,186.16408109664917,189.88736271858215,193.61064434051514,197.33392596244812,201.0572075843811,204.7804892063141,208.50377082824707,212.22705245018005,215.95033407211304,219.67361569404602,223.396897315979,227.120178937912,230.84346055984497,234.56674218177795,238.29002380371094]}"
"137","{""_type"":""histogram"",""values"":[225,834,2332,4890,8850,12668,15994,19302,22068,24451,26799,28560,30043,31173,32286,33335,33753,33889,33930,33929,33619,33134,32733,32046,30849,30262,29076,28026,27071,26384,25139,24152,23319,22195,21289,20237,19044,18105,17045,15828,14616,13513,12558,11114,9955,8749,7552,6564,5612,4633,3807,2991,2312,1695,1255,929,650,432,303,194,113,84,47,34],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"142","{""_type"":""histogram"",""values"":[418,2304,12072,38162,60906,64648,60957,56510,50894,45351,40679,36852,34150,31453,29444,28121,27103,25998,25237,24603,24207,23614,22934,22265,21622,21113,20307,19706,18924,17644,16480,15069,13986,12677,11616,10343,9116,8064,7046,6096,5183,4366,3735,3121,2671,2271,1872,1463,1216,1004,718,626,444,352,256,228,143,83,42,52,19,7,6,7],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
