"Step","shared_encoder_v2 - generated R distribution"
"512","{""values"":[33,58,206,595,1503,3791,8245,14507,21545,28926,35320,41622,45378,47266,45993,44841,41499,38462,35195,32124,29986,27113,25659,23669,22436,21092,20239,19675,19026,18276,17965,17547,17163,16680,16343,16331,15950,15777,15862,15275,14854,14502,14131,13727,13263,13202,13121,13318,13145,11946,9396,6953,4872,3680,2706,2070,1615,1114,754,461,259,157,99,58],""_type"":""histogram"",""bins"":[0,3.984375,7.96875,11.953125,15.9375,19.921875,23.90625,27.890625,31.875,35.859375,39.84375,43.828125,47.8125,51.796875,55.78125,59.765625,63.75,67.734375,71.71875,75.703125,79.6875,83.671875,87.65625,91.640625,95.625,99.609375,103.59375,107.578125,111.5625,115.546875,119.53125,123.515625,127.5,131.484375,135.46875,139.453125,143.4375,147.421875,151.40625,155.390625,159.375,163.359375,167.34375,171.328125,175.3125,179.296875,183.28125,187.265625,191.25,195.234375,199.21875,203.203125,207.1875,211.171875,215.15625,219.140625,223.125,227.109375,231.09375,235.078125,239.0625,243.046875,247.03125,251.015625,255]}"
"517","{""values"":[39,104,228,682,1538,3673,7652,13416,18995,25261,31497,37737,43343,46744,48426,48440,46718,45247,42302,39403,36687,34050,31369,29263,27691,25798,24258,22508,21184,19813,19211,18013,17391,16364,15783,15310,14720,14092,13407,13014,12506,11811,11141,10328,10009,9206,8838,7995,6958,5815,4738,4128,3293,2645,2135,1638,1392,937,702,445,285,124,75,61],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"522","{""values"":[3,4,10,59,132,378,992,1914,3489,5294,7487,9764,12007,14029,15881,17404,19154,20067,21012,21855,22162,22613,22984,23196,23311,23805,23740,24477,24376,25393,25921,26157,26687,27461,27747,28288,28955,29375,29944,30131,30591,30851,31126,32157,35003,40016,41144,35824,30132,22637,14014,7545,3625,2020,1343,987,651,499,312,212,121,54,27,27],""_type"":""histogram"",""bins"":[0.604548990726471,4.579478151164949,8.554407311603427,12.529336472041905,16.504265632480383,20.47919479291886,24.45412395335734,28.429053113795817,32.403982274234295,36.37891143467277,40.35384059511125,44.32876975554973,48.30369891598821,52.278628076426685,56.25355723686516,60.22848639730364,64.20341555774212,68.1783447181806,72.15327387861907,76.12820303905755,80.10313219949603,84.07806135993451,88.05299052037299,92.02791968081146,96.00284884124994,99.97777800168842,103.9527071621269,107.92763632256538,111.90256548300385,115.87749464344233,119.85242380388081,123.82735296431929,127.80228212475777,131.77721128519624,135.75214044563472,139.7270696060732,143.70199876651168,147.67692792695016,151.65185708738863,155.6267862478271,159.6017154082656,163.57664456870407,167.55157372914255,171.52650288958102,175.5014320500195,179.47636121045798,183.45129037089646,187.42621953133494,191.40114869177341,195.3760778522119,199.35100701265037,203.32593617308885,207.30086533352733,211.2757944939658,215.25072365440428,219.22565281484276,223.20058197528124,227.17551113571972,231.1504402961582,235.12536945659667,239.10029861703515,243.07522777747363,247.0501569379121,251.02508609835058,255.00001525878906]}"
"527","{""values"":[7,22,55,230,740,2220,5469,9568,15158,21829,28417,33910,36360,37980,37006,35261,33158,30936,28615,26502,25319,24143,22763,21681,20888,20584,19994,19313,19210,18838,18546,18846,18654,18666,19097,19164,19341,19794,19571,19438,19478,19646,19386,19489,20064,20137,20248,20705,20672,19228,16309,13715,11515,8975,5412,2807,1528,768,495,318,177,115,47,49],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"532","{""_type"":""histogram"",""values"":[1,1,6,20,59,135,368,804,1609,2765,4273,5930,7386,9170,10700,12162,13028,14158,15146,15742,16410,16948,17650,18069,18721,19409,19951,20704,21483,22085,23270,23693,24670,25664,26119,27122,27938,28346,29233,30007,30738,31412,31959,32785,32787,33227,34355,36162,36992,36164,32530,27713,21541,15568,11637,9393,7720,6025,4233,2525,1323,535,199,98],""bins"":[1.8577377796173096,5.813085865229368,9.768433950841427,13.723782036453485,17.679130122065544,21.634478207677603,25.58982629328966,29.54517437890172,33.50052246451378,37.45587055012584,41.411218635737896,45.366566721349955,49.32191480696201,53.27726289257407,57.23261097818613,61.18795906379819,65.14330714941025,69.0986552350223,73.05400332063437,77.00935140624642,80.96469949185848,84.92004757747054,88.8753956630826,92.83074374869466,96.78609183430672,100.74143991991878,104.69678800553083,108.65213609114289,112.60748417675495,116.56283226236701,120.51818034797907,124.47352843359113,128.4288765192032,132.38422460481524,136.3395726904273,140.29492077603936,144.25026886165142,148.20561694726348,152.16096503287554,156.1163131184876,160.07166120409966,164.0270092897117,167.98235737532377,171.93770546093583,175.8930535465479,179.84840163215995,183.803749717772,187.75909780338407,191.71444588899612,195.66979397460818,199.62514206022024,203.5804901458323,207.53583823144436,211.49118631705642,215.44653440266848,219.40188248828053,223.3572305738926,227.31257865950465,231.2679267451167,235.22327483072877,239.17862291634083,243.1339710019529,247.08931908756495,251.044667173177,255.00001525878906]}"
"537","{""_type"":""histogram"",""values"":[15,25,68,192,549,1338,2851,5052,8040,11605,15656,19924,22644,24679,25541,26437,26341,26701,26065,25839,25710,25590,25396,25301,24994,25105,25216,25261,25292,25503,25582,25877,25934,25741,25483,25509,25349,25254,25048,24458,24029,23690,23407,23388,24632,26424,26424,25458,22013,17527,12501,8743,5737,3381,1763,954,512,340,199,144,65,37,25,18],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"542","{""values"":[61,153,519,1406,3723,8450,15504,23564,33648,42868,50155,55113,58337,58844,57304,54244,49880,45194,40612,36404,32698,29029,26226,23641,21704,19567,18023,16746,15554,14881,13532,13024,12202,11851,11036,10499,10280,9595,9093,8901,8503,7901,7719,7162,6644,6106,5816,5364,5193,4710,4084,3409,2714,2187,1823,1507,1154,879,621,425,252,180,95,63],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"547","{""values"":[7,21,47,127,282,632,1211,1950,3086,4525,6196,7675,9475,10865,12513,13786,14963,15959,16769,17417,18533,18891,19675,20146,20861,21731,22068,22840,23332,24064,25029,25659,26502,27233,27842,28499,28976,29798,30158,30330,30591,30776,30935,31259,32264,33696,35435,37114,36744,33422,27816,20883,14478,9105,5644,3471,2171,1337,837,463,257,127,49,29],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"552","{""values"":[25,62,158,389,817,1795,3369,5878,8760,11652,14859,17567,19872,22228,22931,23739,23597,23983,23347,23222,22795,22738,22439,21995,21950,22174,21819,22182,22162,22278,22620,23132,23254,23562,23887,23993,24025,24460,24823,24874,24760,25206,25124,25656,26321,28236,30204,32033,32126,27936,21228,14603,8990,5625,3619,2493,1735,1290,857,578,307,130,70,37],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"557","{""_type"":""histogram"",""values"":[25,54,143,421,1163,3055,5749,9465,13452,17763,22960,27989,32268,35072,36289,36851,36111,35154,33691,32581,31277,29463,28381,27358,26152,25133,24386,23693,23470,22611,22326,22002,21864,21335,20688,20671,20522,20241,19763,19396,18691,18133,17943,17497,17181,17025,17104,16898,14709,12055,9392,6501,4239,2979,2151,1593,1162,829,600,395,251,152,65,43],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
